Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
1025,Deurali Cave,Himalayan Deurali Resort & Spa,"Nagdanda, Kaski",Premium eco-lodge with expert naturalists and safari packages.,4,Low: $12–$25,5
1025,Deurali Cave,Hotel Kamal,"Nagdanda, Kaski","Family-run homestay with scenic hill views, excellent hosts.",4.4,High: $40–$70,5
1026,Jogidanda,Jogidanda Retreat,Jogidanda,Historic mid-range hotel with panoramic views.,4.7,Mid: $25–$45,5
1026,Jogidanda,Himalayan View Lodge,Jogidanda,Elegant resort with hill-view suites and garden restaurant.,4.3,Low: $12–$25,5
1026,Jogidanda,Hotel Jogidanda,Jogidanda,Budget hotel just 5 min walk to Mayadevi Temple.,4,High: $40–$70,5
1027,Rangsi,Rangsi Riverside Lodge,Rangsi,"Comfortable resort amid greenery, near monastic zone.",4.2,Mid: $25–$45,5
1027,Rangsi,Rangsi View Resort,Rangsi,"5-star resort with casino, pool & spa facilities.",4.3,Low: $12–$25,5
1027,Rangsi,Hotel Rangsi,Rangsi,Riverside views; serene environment,4.4,High: $40–$70,5
1028,Jang,Jang Village Lodge,Jang,Mountain views; peaceful atmosphere,4.5,Mid: $25–$45,5
1028,Jang,Jang Riverside Resort,Jang,Scenic location; comfortable stay,4.2,Low: $12–$25,5
1028,Jang,Hotel Jang,Jang,Eco-friendly; nature walks,4.3,High: $40–$70,5
1029,Hukam,Hukam Mountain Lodge,Hukam,Panoramic views; cultural experience,4.4,Mid: $25–$45,5
1029,Hukam,Hukam View Resort,Hukam,Mountain views; cultural heritage,4.2,Low: $12–$25,5
1029,Hukam,Hotel Hukam,Hukam,Scenic location; comfortable stay,4.3,High: $40–$70,5
1030,Sundah,Sundah Eco Lodge,Sundah,Cozy rooms; panoramic views,4.4,Mid: $25–$45,5
1030,Sundah,Sundah View Resort,Sundah,Riverside setting; peaceful atmosphere,4.5,Low: $12–$25,5
1030,Sundah,Hotel Sundah,Sundah,Scenic views; comfortable stay,4.3,High: $40–$70,5
1031,Sisne,Sisne Mountain Lodge,Sisne,Village experience; cultural heritage,4.4,Mid: $25–$45,5
1031,Sisne,Sisne View Resort,Sisne,Riverside views; serene environment,4.3,Low: $12–$25,5
1031,Sisne,Hotel Sisne,Sisne,Mountain views; peaceful atmosphere,4.4,High: $40–$70,5
1032,Thawang,Thawang Eco Lodge,Thawang,Scenic location; comfortable stay,4.3,Mid: $25–$45,5
1032,Thawang,Thawang View Resort,Thawang,Eco-friendly; nature walks,4.4,Low: $12–$25,5
1032,Thawang,Hotel Thawang,Thawang,Panoramic views; cultural experience,4.2,High: $40–$70,5
1033,Rujikhola,Rujikhola Riverside Lodge,Rujikhola,Mountain views; cultural heritage,4.3,Mid: $25–$45,5
1033,Rujikhola,Rujikhola View Resort,Rujikhola,Scenic location; comfortable stay,4.2,Low: $12–$25,5
1033,Rujikhola,Hotel Rujikhola,Rujikhola,Tranquil environment; nature walks,4.3,High: $40–$70,5
1034,Naribang,Naribang Village Lodge,Naribang,Cozy rooms; panoramic views,4,Mid: $25–$45,5
1034,Naribang,Naribang Riverside Resort,Naribang,Riverside setting; peaceful atmosphere,4.2,Low: $12–$25,5
1034,Naribang,Hotel Naribang,Naribang,Scenic views; comfortable stay,4.2,High: $40–$70,5
1035,Tulsipur,Tulsipur Guest House,Tulsipur,Village experience; cultural heritage,4.3,Mid: $25–$45,5
1035,Tulsipur,Tulsipur View Resort,Tulsipur,Riverside views; serene environment,4.2,Low: $12–$25,5
1035,Tulsipur,Hotel Tulsipur,Tulsipur,Mountain views; peaceful atmosphere,4.3,High: $40–$70,5
1036,Beljhundi,Beljhundi Riverside Lodge,Beljhundi,Scenic location; comfortable stay,4.3,Mid: $25–$45,5
1036,Beljhundi,Beljhundi View Resort,Beljhundi,Eco-friendly; nature walks,4.4,Low: $12–$25,5
1036,Beljhundi,Hotel Beljhundi,Beljhundi,Panoramic views; cultural experience,4.2,High: $40–$70,5
1037,Dudhras,Dudhras Village Lodge,Dudhras,Mountain views; cultural heritage,4.3,Mid: $25–$45,5
1037,Dudhras,Dudhras Riverside Resort,Dudhras,Scenic location; comfortable stay,3.8,Low: $12–$25,5
1037,Dudhras,Hotel Dudhras,Dudhras,Cozy rooms; panoramic views,4.4,High: $40–$70,5
1038,Khaira,Khaira Mountain Lodge,Khaira,Riverside setting; peaceful atmosphere,4.3,Mid: $25–$45,5
1038,Khaira,Khaira View Resort,Khaira,Scenic views; comfortable stay,4.4,Low: $12–$25,5
1038,Khaira,Hotel Khaira,Khaira,Village experience; cultural heritage,4.3,High: $40–$70,5
1039,Bangaun,Bangaun Village Lodge,Bangaun,Riverside views; serene environment,4.4,Mid: $25–$45,5
1039,Bangaun,Bangaun Riverside Resort,Bangaun,Mountain views; peaceful atmosphere,4.2,Low: $12–$25,5
1039,Bangaun,Hotel Bangaun,Bangaun,Scenic location; comfortable stay,4.3,High: $40–$70,5
1040,Narayanpur,Hotel Narayanpur,Narayanpur,Eco-friendly; nature walks,4.2,Mid: $25–$45,5
1040,Narayanpur,Narayanpur Guest House,Narayanpur,Panoramic views; cultural experience,4.3,Low: $12–$25,5
1040,Narayanpur,Hotel Narayanpur,Narayanpur,Mountain views; cultural heritage,4,High: $40–$70,5
1041,Nayagaun,Nayagaun Village Resort,Nagarkot,Scenic location; comfortable stay,4.2,Mid: $25–$45,5
1041,Nayagaun,Hotel Green Valley,Nagarkot,Village experience; cultural heritage,4.2,Low: $12–$25,5
1041,Nayagaun,Hotel Nayagaun,Nagarkot,Riverside views; serene environment,4.3,High: $40–$70,5
1042,Okharkot,Hotel Okharkot,Okharkot,"""Budget-friendly, central location""",4.2,Mid: $25–$45,5
1042,Okharkot,Okharkot Riverside Lodge,Okharkot,"""Simple amenities, good for short stays""",4.3,Low: $12–$25,5
1042,Okharkot,Hotel Okhar,Okharkot,"""Serene ambiance, close to nature""",4.3,High: $40–$70,5
1043,Bandikot,Hotel Bandikot,Bandikot,"""Great views, friendly staff""",4.4,Mid: $25–$45,5
1043,Bandikot,Bandikot View Resort,Bandikot,"""Peaceful surroundings, basic facilities""",4.2,Low: $12–$25,5
1043,Bandikot,Hotel bandikher,Bandikot,"""Riverside views, good for nature lovers""",4.3,High: $40–$70,5
1044,Mayalpokhari,Mayalpokhari Eco Lodge,Pokhara,"""Mountain views, cultural experience""",3.8,Mid: $25–$45,5
1044,Mayalpokhari,Lakeside Retreat Pokhara,Pokhara,"""Scenic location, excellent service""",4,Low: $12–$25,5
1044,Mayalpokhari,Hotel Mayal,Pokhara,"""Eco-friendly, close to lake""",4.2,High: $40–$70,5
1045,Sirseni,Sirseni Village Inn,Sirseni,"""Near Phewa Lake, good amenities""",4.2,Mid: $25–$45,5
1045,Sirseni,Sirseni Eco Lodge,Sirseni,"""Authentic rural experience, warm hospitality""",4.3,Low: $12–$25,5
1045,Sirseni,Hotel Sirseni,Sirseni,"""Peaceful setting, cultural immersion""",4.2,High: $40–$70,5
1046,Dhamir,Dhamir Guest House,Dhamir,"""Simple stay, good for trekkers""",4.3,Mid: $25–$45,5
1046,Dhamir,Dhamir Riverside Lodge,Dhamir,"""Riverside views, basic amenities""",4.3,Low: $12–$25,5
1046,Dhamir,Hotel Dhamir,Dhamir,"""Cultural heritage, friendly staff""",4.4,High: $40–$70,5
1047,Arje,Arje Heritage Hotel,Arje,"""Eco-friendly, close to nature""",4.2,Mid: $25–$45,5
1047,Arje,Arje Eco Resort,Arje,"""Scenic views, peaceful environment""",4.3,Low: $12–$25,5
1047,Arje,Hotel Arje,Arje,"""Riverside location, good for relaxation""",3.8,High: $40–$70,5
1048,Chhapahile,Chhapahile View Lodge,Chhapahile,"""Traditional architecture, cultural experience""",4.4,Mid: $25–$45,5
1048,Chhapahile,Chhapahile Riverside Inn,Chhapahile,"""Eco-friendly, close to nature""",4.3,Low: $12–$25,5
1048,Chhapahile,Hotel Chhapahile,Chhapahile,"""Budget-friendly, central location""",4.4,High: $40–$70,5
1049,Neta,Neta Village Resort,Neta,"""Riverside views, good for nature lovers""",4.3,Mid: $25–$45,5
1049,Neta,Neta Eco Lodge,Neta,"""Mountain views, peaceful retreat""",4.4,Low: $12–$25,5
1049,Neta,Hotel Neta,Neta,Riverside views; serene environment,4.2,High: $40–$70,5
1050,Gwalichaur,Gwalichaur Guest House,Gwalichaur,"""Budget-friendly, central location""",4.3,Mid: $25–$45,5
1050,Gwalichaur,Gwalichaur Riverside Lodge,Gwalichaur,"""Simple amenities, good for short stays""",4.2,Low: $12–$25,5
1050,Gwalichaur,Hotel Gwalichaur,Gwalichaur,"""Serene ambiance, close to nature""",4.3,High: $40–$70,5
1051,Malagiri,Malagiri View Resort,Malagiri,"""Great views, friendly staff""",4,Mid: $25–$45,5
1051,Malagiri,Malagiri Eco Lodge,Malagiri,"""Peaceful surroundings, basic facilities""",4.2,Low: $12–$25,5
1051,Malagiri,Hotel Malagiri,Malagiri,"""Riverside views, good for nature lovers""",4.2,High: $40–$70,5
1052,Narikot,Narikot Village Inn,Narikot,"""Mountain views, cultural experience""",4.3,Mid: $25–$45,5
1052,Narikot,Narikot Eco Lodge,Narikot,"""Scenic location, excellent service""",4.2,Low: $12–$25,5
1052,Narikot,Hotel Narikot,Narikot,"""Eco-friendly, close to lake""",4.3,High: $40–$70,5
1053,Majhakot,Majhakot View Lodge,Majhakot,"""Near Phewa Lake, good amenities""",4.3,Mid: $25–$45,5
1053,Majhakot,Majhakot Riverside Inn,Majhakot,"""Authentic rural experience, warm hospitality""",4.4,Low: $12–$25,5
1053,Majhakot,Hotel Majhakot,Majhakot,"""Peaceful setting, cultural immersion""",4.2,High: $40–$70,5
1054,Loharpani,Loharpani Guest House,Loharpani,"""Simple stay, good for trekkers""",4.3,Mid: $25–$45,5
1054,Loharpani,Loharpani Eco Lodge,Loharpani,"""Riverside views, basic amenities""",3.8,Low: $12–$25,5
1054,Loharpani,Hotel Loharpani,Loharpani,"""Cultural heritage, friendly staff""",4.2,High: $40–$70,5
1055,Syuja,Syuja Village Resort,Syuja,"""Eco-friendly, close to nature""",3.9,Mid: $25–$45,5
1055,Syuja,Syuja Eco Lodge,Syuja,"""Scenic views, peaceful environment""",4,Low: $12–$25,5
1055,Syuja,Hotel Syuja,Syuja,"""Riverside location, good for relaxation""",4.2,High: $40–$70,5
1056,Tripur,Tripur View Lodge,Tripur,"""Traditional architecture, cultural experience""",3.9,Mid: $25–$45,5
1056,Tripur,Tripur Riverside Inn,Tripur,"""Eco-friendly, close to nature""",4,Low: $12–$25,5
1056,Tripur,Hotel Tripur,Tripur,Tranquil environment; nature walks,4.2,High: $40–$70,5
1057,Manpur,Manpur Guest House,Manpur,Cozy rooms; panoramic views,4,Mid: $25–$45,5
1057,Manpur,Manpur Eco Lodge,Manpur,Riverside setting; peaceful atmosphere,4.2,Low: $12–$25,5
1057,Manpur,Hotel Manpur,Manpur,Scenic views; comfortable stay,4.2,High: $40–$70,5
1058,Phulbari,Phulbari View Resort,Phulbari,Village experience; cultural heritage,3.9,Mid: $25–$45,5
1058,Phulbari,Phulbari Eco Lodge,Phulbari,Riverside views; serene environment,4,Low: $12–$25,5
1058,Phulbari,Hotel Phulbari,Phulbari,Mountain views; peaceful atmosphere,4.2,High: $40–$70,5
1059,Goltakuri,Goltakuri Guest House,Goltakuri,Scenic location; comfortable stay,3.9,Mid: $25–$45,5
1059,Goltakuri,Goltakuri Riverside Lodge,Goltakuri,Eco-friendly; nature walks,4,Low: $12–$25,5
1059,Goltakuri,Hotel Goltakuri,Goltakuri,Panoramic views; cultural experience,4.2,High: $40–$70,5
1060,Bejapur,Bejapur Village Inn,Bejapur,Mountain views; cultural heritage,4,Mid: $25–$45,5
1060,Bejapur,Bejapur Eco Lodge,Bejapur,Scenic location; comfortable stay,4.2,Low: $12–$25,5
1060,Bejapur,Hotel Bejapur,Bejapur,Cozy rooms; panoramic views,3.9,High: $40–$70,5
1061,Narainapur,Narainapur Guest House,Narainapur,Riverside setting; peaceful atmosphere,4,Mid: $25–$45,5
1061,Narainapur,Narainapur Eco Lodge,Narainapur,Scenic views; comfortable stay,4.2,Low: $12–$25,5
1061,Narainapur,Hotel Narain,Narainapur,Village experience; cultural heritage,3.9,High: $40–$70,5
1062,Matahiya,Hotel Mamata,Belahiya,Riverside views; serene environment,4,Mid: $25–$45,5
1062,Matahiya,Matahiya Eco Lodge,Matahiya,Mountain views; peaceful atmosphere,4.2,Low: $12–$25,5
1062,Matahiya,Hotel Matahiya,Matahiya,Scenic location; comfortable stay,4,High: $40–$70,5
1063,Gangapur,Hotel Kailas Lodging,Gangapur,Eco-friendly; nature walks,4.2,Mid: $25–$45,5
1063,Gangapur,Gangapur Riverside Resort,Gangapur,Panoramic views; cultural experience,4.2,Low: $12–$25,5
1063,Gangapur,Hotel Ganga,Gangapur,Mountain views; cultural heritage,3.9,High: $40–$70,5
1064,Holiya,Holiya Village Inn,Holiya,Scenic location; comfortable stay,4,Mid: $25–$45,5
1064,Holiya,Holiya Eco Lodge,Holiya,Tranquil environment; nature walks,4.2,Low: $12–$25,5
1064,Holiya,Hotel Holiya,Holiya,Cozy rooms; panoramic views,3.9,High: $40–$70,5
1065,Betahani,Jungle Side Luxury Hotel,Devachuli,Riverside setting; peaceful atmosphere,4,Mid: $25–$45,5
1065,Betahani,Tiger Tops Tharu Lodge,Kawasoti,Scenic views; comfortable stay,4.2,Low: $12–$25,5
1065,Betahani,Hotel Betahani,Kawasoti,Village experience; cultural heritage,4,High: $40–$70,5
1066,Puraina,Hotel in Bhajani,Bhajani,Riverside views; serene environment,4.2,Mid: $25–$45,5
1066,Puraina,Local Guesthouse,Bhajani,Mountain views; peaceful atmosphere,3.9,Low: $12–$25,5
1066,Puraina,Puraina,Bhajani,Scenic location; comfortable stay,4,High: $40–$70,5
1067,Nepalgunj,Diamond Palace Lords Plaza,Nepalgunj,Eco-friendly; nature walks,4.2,Mid: $25–$45,5
1067,Nepalgunj,Siddhartha Hotel,Nepalgunj,Panoramic views; cultural experience,3.9,Low: $12–$25,5
1067,Nepalgunj,Hotel Nepalgunji,Nepalgunj,Mountain views; cultural heritage,4,High: $40–$70,5
1068,Kalika,Hotel Peace Palace,Baglung,Scenic location; comfortable stay,4.2,Mid: $25–$45,5
1068,Kalika,Ila Comfort,Baglung,Cozy rooms; panoramic views,3.9,Low: $12–$25,5
1068,Kalika,Hotel Kalika,Baglung,Riverside setting; peaceful atmosphere,4,High: $40–$70,5
1069,Munalbasti,Local Lodge,Munalbasti,Scenic views; comfortable stay,4.2,Mid: $25–$45,5
1069,Munalbasti,Nearby Guesthouse,Lalpur,Village experience; cultural heritage,3.9,Low: $12–$25,5
1069,Munalbasti,Hotel Mulnal,Lalpur,Riverside views; serene environment,4,High: $40–$70,5
1070,Ganeshpur,Hotel Starlight,Nepalgunj,Mountain views; peaceful atmosphere,4.8,Mid: $25–$45,5
1070,Ganeshpur,Siddhartha Hotel,Nepalgunj,Scenic location; comfortable stay,4.2,Low: $12–$25,5
1070,Ganeshpur,Hotel ganesh,Nepalgunj,Eco-friendly; nature walks,4.3,High: $40–$70,5
1071,Mahamadpur,Local Guesthouse,Mahamadpur,Panoramic views; cultural experience,4.2,Mid: $25–$45,5
1071,Mahamadpur,Nearby Lodge,Mahamadpur,Mountain views; cultural heritage,4.1,Low: $12–$25,5
1071,Mahamadpur,HOtel Mahm,Mahamadpur,Scenic location; comfortable stay,4.5,High: $40–$70,5
1072,Gulariya,Gulariya Hotel,Gulariya,Village experience; cultural heritage,4.2,Mid: $25–$45,5
1072,Gulariya,Nearby Guesthouse,Gulariya,Riverside views; serene environment,4.2,Low: $12–$25,5
1072,Gulariya,Hotel Gulariys,Gulariya,"""Budget-friendly, central location""",4,High: $40–$70,5
1073,Aashapur Pakadia,Local Lodge,Aashapur Pakadia,"""Simple amenities, good for short stays""",4.3,Low: $12–$20,5
1073,Aashapur Pakadia,Nearby Guesthouse,Aashapur Pakadia,"""Serene ambiance, close to nature""",4,Mid: $30–$50,5
1073,Aashapur Pakadia,Hotel Aashapur,Aashapur Pakadia,"""Great views, friendly staff""",4.4,High: $55–$95,5
1074,Bansagadhi,Bansagadhi Hotel,Bansagadhi,"""Peaceful surroundings, basic facilities""",4.3,Low: $10–$20,5
1074,Bansagadhi,Nearby Lodge,Bansagadhi,"""Riverside views, good for nature lovers""",4,Mid: $25–$45,5
1074,Bansagadhi,Hotel Bansagadhi,Bansagadhi,"""Mountain views, cultural experience""",4.4,High: $70–$120,5
1075,Baniyabhar,Local Guesthouse,Baniyabhar,"""Scenic location, excellent service""",4.3,Mid: $30–$50,5
1075,Baniyabhar,Nearby Lodge,Baniyabhar,"""Eco-friendly, close to lake""",4,Low: $10–$20,5
1075,Baniyabhar,Hotel Baniya,Baniyabhar,"""Near Phewa Lake, good amenities""",4.4,Mid: $20–$40,5
1076,Padanaha,Local Lodge,Padanaha,"""Authentic rural experience, warm hospitality""",4.3,Mid: $25–$45,5
1076,Padanaha,Nearby Guesthouse,Padanaha,"""Peaceful setting, cultural immersion""",4,Low: $12–$25,5
1076,Padanaha,Hotel padan,Padanaha,"""Simple stay, good for trekkers""",4.4,High: $40–$70,5
1077,Bela,Bela Hotel,Bela,"""Riverside views, basic amenities""",4.7,Mid: $25–$45,5
1077,Bela,Nearby Lodge,Bela,"""Cultural heritage, friendly staff""",4.3,Low: $12–$25,5
1077,Bela,Hotel Bela,Bela,"""Eco-friendly, close to nature""",4,High: $40–$70,5
1078,Dhodhari,Dhodhari Guesthouse,Dhodhari,"""Scenic views, peaceful environment""",4.2,Mid: $25–$45,5
1078,Dhodhari,Nearby Lodge,Dhodhari,"""Riverside location, good for relaxation""",4.3,Low: $12–$25,5
1078,Dhodhari,Hotel Dhodhari,Dhodhari,"""Traditional architecture, cultural experience""",4.4,High: $40–$70,5
1079,Suryapatawa,Suryapatawa Hotel,Suryapatawa,"""Eco-friendly, close to nature""",4.5,Mid: $25–$45,5
1079,Suryapatawa,Nearby Lodge,Suryapatawa,"""Budget-friendly, central location""",4.2,Low: $12–$25,5
1079,Suryapatawa,Hotel Surya,Suryapatawa,"""Riverside views, good for nature lovers""",4.3,High: $40–$70,5
1080,Khairi Chandanpur,Khairi Chandanpur Hotel,Khairi Chandanpur,"""Mountain views, peaceful retreat""",4.2,Mid: $25–$45,5
1080,Khairi Chandanpur,Nearby Lodge,Khairi Chandanpur,Riverside views; serene environment,3.9,Low: $12–$25,5
1080,Khairi Chandanpur,Hotel Khairi,Khairi Chandanpur,"""Budget-friendly, central location""",4,High: $40–$70,5
1081,Manau,Manau Guesthouse,Manau,"""Simple amenities, good for short stays""",4.2,Mid: $25–$45,5
1081,Manau,Nearby Lodge,Manau,"""Serene ambiance, close to nature""",3.9,Low: $12–$25,5
1081,Manau,Hotel Manau,Manau,"""Great views, friendly staff""",4,High: $40–$70,5
1082,Kohalpur,Hotel Kohalpur,Kohalpur,"""Peaceful surroundings, basic facilities""",4.2,Mid: $25–$45,5
1082,Kohalpur,Nearby Lodge,Kohalpur,"""Riverside views, good for nature lovers""",3.9,Low: $12–$25,5
1082,Kohalpur,Hotel Kohal,Kohalpur,"""Mountain views, cultural experience""",4,High: $40–$70,5
1083,Babai,Babai Hotel,Babai,"""Scenic location, excellent service""",4.2,Mid: $25–$45,5
1083,Babai,Nearby Lodge,Babai,"""Eco-friendly, close to lake""",3.9,Low: $12–$25,5
1083,Babai,Hotel Babai,Babai,"""Near Phewa Lake, good amenities""",4,High: $40–$70,5
1084,Kabhrechaur,Kabhrechaur Guesthouse,Kabhrechaur,"""Authentic rural experience, warm hospitality""",4.8,Mid: $25–$45,5
1084,Kabhrechaur,Nearby Lodge,Kabhrechaur,"""Peaceful setting, cultural immersion""",4.2,Low: $12–$25,5
1084,Kabhrechaur,Hotel Kabhre,Kabhrechaur,"""Simple stay, good for trekkers""",4.3,High: $40–$70,5
1085,Sahare,Sahare Guesthouse,Sahare,"""Riverside views, basic amenities""",4.2,Mid: $25–$45,5
1085,Sahare,Nearby Lodge,Sahare,"""Cultural heritage, friendly staff""",4.1,Low: $12–$25,5
1085,Sahare,Hotel Sahare,Sahare,"""Eco-friendly, close to nature""",4.5,High: $40–$70,5
1086,Dasarathpur,Dasarathpur Hotel,Dasarathpur,"""Scenic views, peaceful environment""",4.2,Mid: $25–$45,5
1086,Dasarathpur,Nearby Lodge,Dasarathpur,"""Riverside location, good for relaxation""",4.2,Low: $12–$25,5
1086,Dasarathpur,Hotel Dasarath,Dasarathpur,"""Traditional architecture, cultural experience""",4,High: $40–$70,5
1087,Ramghat,Ramghat Guesthouse,Ramghat,"""Eco-friendly, close to nature""",4.3,Mid: $25–$45,5
1087,Ramghat,Nearby Lodge,Ramghat,Tranquil environment; nature walks,4,Low: $12–$25,5
1087,Ramghat,Hotel Ram,Ramghat,Cozy rooms; panoramic views,4.4,High: $40–$70,5
1088,Satakhani,Satakhani Hotel,Satakhani,Riverside setting; peaceful atmosphere,4.3,Mid: $25–$45,5
1088,Satakhani,Nearby Lodge,Satakhani,Scenic views; comfortable stay,4,Low: $12–$25,5
1088,Satakhani,Hotel Satak,Satakhani,Village experience; cultural heritage,4.4,High: $40–$70,5
1089,Uttarganga,Uttarganga Guesthouse,Uttarganga,Riverside views; serene environment,4.3,Mid: $25–$45,5
1089,Uttarganga,Nearby Lodge,Uttarganga,Mountain views; peaceful atmosphere,4,Low: $12–$25,5
1089,Uttarganga,Hotel Uttarganga,Uttarganga,Scenic location; comfortable stay,4.4,High: $40–$70,5
1090,Hariharpur,Silence Inn,Hariharpur Garhi,Eco-friendly; nature walks,4.3,Mid: $25–$45,5
1090,Hariharpur,Hotel Hariharpur,Hariharpur Garhi,Panoramic views; cultural experience,4,Low: $12–$25,5
1090,Hariharpur,Hotel Hariharpur,Hariharpur Garhi,Mountain views; cultural heritage,4.4,High: $40–$70,5
1091,Ranighat,Horizon Homestay,Tansen,Scenic location; comfortable stay,4.7,Mid: $25–$45,5
1091,Ranighat,Ranighat View Resort,Tansen,Cozy rooms; panoramic views,4.3,Low: $12–$25,5
1091,Ranighat,Hotel Ranighat,Tansen,Riverside setting; peaceful atmosphere,4,High: $40–$70,5
1092,Sunwal,Hotel Orion,Sunwal,Scenic views; comfortable stay,4.2,Mid: $25–$45,5
1092,Sunwal,Hotel Mahamaya Crown,Sunwal,Village experience; cultural heritage,4.3,Low: $12–$25,5
1092,Sunwal,Hotel Sunwal,Sunwal,Riverside views; serene environment,4.4,High: $40–$70,5
1093,Siddharthanagar,Hotel Nansc Lumbini,Siddharthanagar,Mountain views; peaceful atmosphere,4.5,Mid: $25–$45,5
1093,Siddharthanagar,Asian Buddha Hotel,Siddharthanagar,Scenic location; comfortable stay,4.2,Low: $12–$25,5
1093,Siddharthanagar,Hotel Siddharthanagar,Siddharthanagar,Eco-friendly; nature walks,4.3,High: $40–$70,5
1094,Bisunpura,Hotel Siddhartha,Siddharthanagar,Panoramic views; cultural experience,4.2,Mid: $25–$45,5
1094,Bisunpura,Buddha Maya by KGH Group,Siddharthanagar,Mountain views; cultural heritage,3.9,Low: $12–$25,5
1094,Bisunpura,Hotel Bisun,Siddharthanagar,Scenic location; comfortable stay,4,High: $40–$70,5
1095,Rudrapur,Hotel Siddhartha,Lumbini,Tranquil environment; nature walks,4.2,Mid: $25–$45,5
1095,Rudrapur,Tiger Palace By Soaltee,Lumbini,Cozy rooms; panoramic views,3.9,Low: $12–$25,5
1095,Rudrapur,Hotel Rudrapur,Lumbini,Riverside setting; peaceful atmosphere,4,High: $40–$70,5
1096,Balarampur,Hotel Balrampur,Balrampur,Scenic views; comfortable stay,4.2,Mid: $25–$45,5
1096,Balarampur,Hotel Shree Ram,Balrampur,Village experience; cultural heritage,3.9,Low: $12–$25,5
1096,Balarampur,Hotel Bala,Balrampur,Riverside views; serene environment,4,High: $40–$70,5
1097,Limi,Limi Resort,Limi,Mountain views; peaceful atmosphere,4.2,Mid: $25–$45,6
1097,Limi,Limi Valley Lodge,Limi,Scenic location; comfortable stay,3.9,Low: $12–$25,6
1097,Limi,Hotel Limi,Limi,Eco-friendly; nature walks,4,High: $40–$70,6
1098,Hepka,Hepka Lodge,Hepka,Panoramic views; cultural experience,4.8,Mid: $25–$45,6
1098,Hepka,Hepka Guest House,Hepka,Mountain views; cultural heritage,4.2,Low: $12–$25,6
1098,Hepka,Hotel Hepka,Hepka,Scenic location; comfortable stay,4.3,High: $40–$70,6
1099,Muchu,Muchu Guest House,Muchu,Cozy rooms; panoramic views,4.2,Mid: $25–$45,6
1099,Muchu,Muchu Lodge,Muchu,Riverside setting; peaceful atmosphere,4.1,Low: $12–$25,6
1099,Muchu,Hotel Muchu,Muchu,Scenic views; comfortable stay,4.5,High: $40–$70,6
1100,Simikot,Humla Resort,Simikot,Village experience; cultural heritage,4.2,Mid: $25–$45,6
1100,Simikot,Bijay Hotel,Simikot,Riverside views; serene environment,4.2,Low: $12–$25,6
1100,Simikot,Hotel simi,Simikot,Mountain views; peaceful atmosphere,4,High: $40–$70,6
1101,Raha,Raha Lodge,Raha,Scenic location; comfortable stay,4.3,Mid: $25–$45,6
1101,Raha,Raha Guest House,Raha,Eco-friendly; nature walks,4,Low: $12–$25,6
1101,Raha,Hotel Raha,Raha,Panoramic views; cultural experience,4.4,High: $40–$70,6
1102,Bhandarlek,Bhandarlek Resort,Bhandarlek,Mountain views; cultural heritage,4.3,Mid: $25–$45,6
1102,Bhandarlek,Bhandarlek Lodge,Bhandarlek,Scenic location; comfortable stay,4,Low: $12–$25,6
1102,Bhandarlek,Hotel Bhandarlek,Bhandarlek,Village experience; cultural heritage,4.4,High: $40–$70,6
1103,Kharpunath,Kharpunath Guest House,Kharpunath,Riverside views; serene environment,4.3,Mid: $25–$45,6
1103,Kharpunath,Kharpunath Lodge,Kharpunath,"""Budget-friendly, central location""",4,Low: $12–$25,6
1103,Kharpunath,Hotel Kharpunath,Kharpunath,"""Simple amenities, good for short stays""",4.4,High: $40–$70,6
1104,Mangri,Mangri View Lodge,Mangri,"""Serene ambiance, close to nature""",4.3,Mid: $25–$45,6
1104,Mangri,Mangri Eco Lodge,Mangri,"""Great views, friendly staff""",4,Low: $12–$25,6
1104,Mangri,Hotel Mangri,Mangri,"""Peaceful surroundings, basic facilities""",4.4,High: $40–$70,6
1105,Mugu,Mugu Resort,Mugu,"""Riverside views, good for nature lovers""",4.7,Mid: $25–$45,6
1105,Mugu,Mugu Guest House,Mugu,"""Mountain views, cultural experience""",4.3,Low: $12–$25,6
1105,Mugu,Hotel Mugu,Mugu,"""Scenic location, excellent service""",4,High: $40–$70,6
1106,Shreenagar,Shreenagar Lodge,Shreenagar,"""Eco-friendly, close to lake""",4.2,Mid: $25–$45,6
1106,Shreenagar,Shreenagar Guest House,Shreenagar,"""Near Phewa Lake, good amenities""",4.3,Low: $12–$25,6
1106,Shreenagar,Hotel Shreenagar,Shreenagar,"""Authentic rural experience, warm hospitality""",4.4,High: $40–$70,6
1107,Maila,Maila Eco Lodge,Maila,"""Peaceful setting, cultural immersion""",4.5,Mid: $25–$45,6
1107,Maila,Maila Guest House,Maila,"""Simple stay, good for trekkers""",4.2,Low: $12–$25,6
1107,Maila,Hotel Maila,Maila,"""Riverside views, basic amenities""",4.3,High: $40–$70,6
1108,Birat,Birat View Resort,Biratnagar,"""Cultural heritage, friendly staff""",4.4,Mid: $25–$45,6
1108,Birat,Birat Guest House,Biratnagar,"""Eco-friendly, close to nature""",4.2,Low: $12–$25,6
1108,Birat,Hotel Birat,Biratnagar,"""Scenic views, peaceful environment""",4.1,High: $40–$70,6
1109,Kalai,Kalai Resort,Kalai,"""Riverside location, good for relaxation""",4,Mid: $25–$45,6
